X,Y,Z
91.614,95.370,45.183
94.058,94.863,46.438
95.703,94.352,46.899
94.200,93.772,45.807
92.358,93.397,44.598
96.400,93.538,46.887
88.342,98.525,44.714
90.878,94.876,44.588
94.205,95.889,46.876
92.115,98.245,46.812
93.297,93.544,45.162
91.076,97.978,46.172
95.358,93.566,46.379
92.442,94.860,45.490
87.506,100.726,45.065
84.726,103.044,44.282
97.965,92.665,47.273
98.939,92.266,47.665
100.815,92.312,48.676
102.626,91.565,48.905
100.514,90.914,47.606
101.734,90.957,48.082
103.421,90.478,48.499
104.417,90.884,49.232
99.917,92.744,48.430
88.310,105.694,47.498
89.314,105.148,47.876
91.309,104.875,48.960
90.768,103.495,48.300
89.658,103.184,47.407
89.060,104.123,47.495
90.430,105.642,48.705
90.277,102.321,47.436
92.907,102.369,48.956
91.251,101.202,47.521
94.132,101.007,49.128
92.910,100.651,48.183
94.585,99.893,49.035
92.569,99.516,47.548
94.328,98.971,48.387
93.387,99.702,48.129
94.064,97.921,47.710
95.210,97.882,48.375
93.155,98.270,47.350
95.236,96.564,47.787
92.286,101.502,48.296
96.750,94.646,47.644
97.127,97.133,49.153
98.139,93.870,48.047
96.138,97.942,48.803
98.209,94.778,48.644
97.423,93.503,47.447
94.330,96.788,47.352
92.203,104.189,49.231
99.899,94.222,49.161
99.096,93.702,48.535
100.682,93.285,49.051
99.156,94.910,49.212
97.602,105.713,49.358
96.116,105.461,49.508
98.076,104.628,49.402
97.707,103.561,49.566
96.589,104.423,49.529
92.133,105.228,49.439
96.001,99.731,49.592
96.529,98.681,49.397
95.258,100.466,49.577
99.891,105.204,49.371
104.358,105.360,49.587
102.110,104.996,49.502
100.922,104.676,49.462
98.749,103.797,49.388
104.081,103.951,49.586
99.939,103.543,49.433
101.379,103.588,49.445
109.196,103.893,49.590
106.282,103.217,49.593
102.605,102.772,49.511
104.084,102.837,49.590
101.386,101.920,49.467
102.606,101.686,49.548
107.764,101.608,49.588
99.468,102.470,49.438
102.613,100.571,49.525
105.808,100.417,49.594
101.016,105.685,49.466
103.188,105.410,49.557
103.553,101.166,49.540
104.327,99.804,49.543
105.553,99.028,49.589
98.604,105.729,49.358
106.510,98.518,49.524
108.685,99.998,49.576
107.524,98.007,49.584
100.352,101.500,49.428
105.340,103.724,49.595
106.490,99.680,49.572
108.500,96.982,49.582
108.864,101.610,49.588
107.286,96.680,49.590
106.483,97.510,49.561
104.494,98.235,49.578
109.086,98.154,49.557
106.744,101.322,49.600
101.229,100.903,49.477
101.574,93.438,49.565
107.446,103.364,49.597
102.347,99.079,49.596
108.133,104.188,49.600
109.272,99.180,49.530
109.298,104.923,49.600
108.230,105.516,49.620
106.756,104.329,49.616
107.779,100.500,49.611
105.839,96.053,49.639
108.470,95.952,49.632
107.174,95.645,49.641
104.904,101.033,49.638
100.611,99.509,49.633
111.121,105.630,49.578
112.091,105.134,49.571
112.557,102.908,49.582
109.933,100.873,49.598
110.095,103.364,49.563
110.936,100.358,49.598
112.540,101.797,49.547
109.860,101.973,49.597
110.908,98.188,49.591
112.018,100.136,49.575
109.497,96.475,49.590
110.171,97.348,49.584
110.711,99.331,49.552
112.016,97.621,49.570
110.031,105.677,49.595
116.880,96.672,49.595
115.700,98.604,49.600
116.440,99.541,49.595
117.484,101.078,49.585
116.378,100.786,49.582
117.262,102.082,49.561
119.667,102.715,49.597
115.775,101.994,49.549
116.665,102.901,49.550
119.185,103.654,49.600
116.794,95.670,49.597
115.549,100.001,49.585
115.579,103.111,49.561
116.701,104.378,49.566
118.597,105.332,49.596
115.691,104.799,49.563
113.799,105.488,49.594
113.304,104.339,49.582
114.303,103.303,49.554
114.286,102.194,49.562
113.558,101.319,49.551
114.545,100.801,49.581
114.798,105.711,49.578
122.780,105.315,49.598
116.382,105.687,49.563
124.802,103.584,49.583
117.048,97.897,49.598
124.119,104.519,49.583
126.332,104.117,49.595
124.063,105.536,49.567
126.962,105.381,49.596
125.092,105.606,49.565
118.214,93.990,49.641
117.045,94.227,49.635
118.536,95.281,49.633
115.843,94.992,49.642
120.216,96.745,49.639
119.275,93.757,49.639
118.105,97.184,49.626
115.687,96.390,49.619
119.821,97.923,49.640
118.018,98.468,49.638
119.419,99.154,49.639
122.042,99.925,49.638
116.683,93.093,49.642
121.575,101.113,49.630
119.415,101.151,49.613
121.890,102.139,49.626
120.384,102.013,49.643
123.043,103.498,49.629
121.308,105.091,49.640
120.268,100.624,49.630
120.035,105.255,49.642
123.027,102.389,49.642
113.340,98.825,49.618
114.101,98.042,49.623
114.091,96.953,49.641
120.457,93.031,49.631
113.371,96.185,49.641
120.374,95.225,49.641
121.327,99.151,49.643
114.634,93.850,49.631
124.634,102.324,49.641
128.128,100.347,49.634
127.725,103.385,49.612
126.013,102.599,49.633
127.689,101.458,49.634
128.649,103.879,49.618
122.567,101.382,49.639
145.275,100.930,49.643
130.235,102.915,49.640
144.335,102.434,49.643
129.885,98.427,49.642
129.830,103.830,49.641
129.686,99.862,49.640
146.179,101.613,49.641
147.704,102.013,49.636
147.399,100.887,49.640
146.713,105.591,49.640
147.851,105.556,49.638
76.916,117.832,46.753
78.737,117.181,46.658
79.993,116.755,46.719
81.363,116.318,46.703
78.696,116.276,46.062
80.401,115.816,46.213
77.282,115.878,45.468
79.465,115.653,45.894
82.049,115.406,46.528
75.572,115.655,45.044
76.966,114.986,44.762
78.826,114.769,45.172
82.163,114.215,46.272
81.614,113.356,45.662
82.683,112.796,46.202
81.155,112.543,45.141
82.386,111.695,45.696
83.253,111.392,46.237
84.488,111.061,46.762
81.491,111.605,45.044
83.269,110.012,45.902
84.853,109.957,46.803
81.968,109.702,44.767
77.938,117.795,46.865
82.953,109.110,45.188
84.175,109.106,46.053
77.942,114.559,44.753
83.459,107.677,45.124
85.445,107.355,46.251
86.237,106.821,46.876
84.234,107.069,45.908
83.098,113.720,46.725
82.264,110.547,45.277
82.919,114.814,46.883
82.604,108.173,44.715
86.112,107.896,46.878
77.825,116.747,46.204
87.080,106.153,46.945
77.801,119.530,48.031
79.859,119.165,48.170
81.048,118.716,48.156
82.852,117.966,48.017
75.684,119.459,47.639
80.437,117.848,47.452
81.856,117.768,47.666
82.468,116.843,47.356
78.628,118.329,47.354
84.322,113.928,47.622
84.483,112.760,47.405
85.737,112.760,48.201
76.109,118.432,47.049
84.641,114.801,48.077
84.323,116.067,48.243
85.660,111.358,47.780
86.743,109.070,47.680
88.141,108.246,48.236
87.182,107.999,47.616
85.583,109.218,47.073
87.845,106.836,47.569
88.841,106.534,48.152
87.147,109.854,48.200
78.849,119.523,48.206
85.373,113.869,48.215
82.164,118.725,48.290
80.981,120.213,49.071
83.121,119.369,48.684
84.241,118.747,48.906
85.218,116.251,48.935
85.808,115.079,48.908
80.004,120.171,48.856
86.612,113.035,48.747
87.594,111.907,49.035
87.843,110.787,48.832
88.672,109.909,49.100
89.578,107.965,49.048
86.531,111.789,48.416
89.375,109.112,49.185
88.903,107.509,48.373
85.095,119.010,49.498
83.542,120.227,49.308
84.528,119.896,49.524
85.904,116.913,49.520
86.898,114.804,49.589
86.301,115.809,49.402
88.832,111.142,49.589
87.896,112.720,49.572
89.605,110.000,49.622
83.665,117.878,48.611
78.262,120.272,48.599
96.327,117.384,49.490
93.451,117.085,49.572
97.479,117.109,49.526
94.791,116.534,49.521
96.736,116.256,49.412
93.274,115.736,49.553
95.659,115.436,49.492
95.034,114.601,49.509
97.946,116.079,49.515
98.097,114.031,49.446
96.090,113.751,49.522
94.547,113.461,49.515
97.213,113.461,49.509
95.441,112.383,49.518
94.387,111.551,49.595
96.077,111.521,49.503
94.309,115.651,49.533
94.342,110.423,49.539
96.071,110.419,49.475
96.524,109.320,49.474
93.455,113.463,49.590
95.372,109.038,49.410
98.259,111.686,49.336
98.062,108.523,49.386
96.933,108.223,49.377
98.204,115.049,49.562
96.289,107.406,49.451
98.048,106.844,49.325
96.722,106.412,49.436
90.308,108.461,49.545
93.675,112.288,49.599
97.539,109.447,49.417
99.956,109.082,49.455
102.344,109.148,49.554
106.271,109.313,49.585
100.928,108.572,49.525
105.526,108.441,49.570
108.235,108.285,49.587
99.703,107.699,49.447
104.552,107.846,49.572
107.007,107.948,49.597
102.619,107.235,49.545
105.312,106.506,49.600
103.814,107.018,49.583
108.726,107.199,49.599
99.230,106.634,49.443
101.618,106.667,49.505
109.245,109.051,49.547
107.219,106.590,49.594
102.518,106.191,49.574
98.838,116.554,49.568
99.527,114.645,49.538
99.048,112.379,49.512
100.878,112.398,49.502
99.682,113.268,49.422
101.441,111.351,49.569
98.954,110.184,49.349
105.061,110.082,49.598
108.950,110.261,49.595
101.392,109.679,49.505
103.360,109.750,49.590
102.367,110.863,49.595
100.267,110.380,49.412
100.677,113.488,49.594
108.374,111.385,49.600
92.401,116.514,49.600
96.922,110.969,49.371
95.385,106.965,49.529
92.565,114.903,49.618
109.160,106.275,49.601
106.290,114.285,49.640
104.087,113.357,49.638
106.766,113.179,49.641
103.131,112.766,49.636
106.784,111.520,49.610
101.897,112.477,49.641
103.116,111.684,49.629
105.225,113.694,49.635
104.001,110.671,49.640
107.495,112.310,49.626
98.472,119.163,49.642
99.994,115.553,49.640
93.439,111.230,49.629
95.696,118.559,49.641
78.232,121.119,49.189
76.893,121.154,49.036
76.281,120.525,48.454
80.197,121.231,49.550
77.523,121.816,49.546
75.913,121.841,49.404
80.761,134.708,49.344
83.953,133.773,49.353
80.062,133.722,49.315
81.248,133.504,49.320
82.983,133.313,49.331
82.081,132.853,49.323
77.756,133.577,49.292
78.734,133.234,49.277
79.476,134.560,49.317
83.367,134.665,49.386
77.154,132.684,49.358
77.274,134.565,49.301
81.046,132.349,49.541
78.107,132.370,49.575
76.298,134.172,49.283
85.450,134.486,49.400
86.879,134.390,49.396
89.572,134.279,49.416
85.078,133.401,49.333
86.136,133.330,49.354
87.263,133.262,49.365
84.874,132.317,49.502
87.405,132.142,49.582
88.530,132.124,49.589
88.449,133.593,49.404
84.407,134.700,49.396
76.399,131.803,49.636
91.464,134.538,49.449
93.177,134.513,49.431
97.438,134.237,49.475
94.032,133.956,49.431
91.443,133.406,49.408
93.153,133.380,49.395
94.928,133.381,49.414
96.257,133.356,49.430
97.418,133.104,49.441
95.598,132.549,49.396
98.111,132.305,49.480
97.057,132.025,49.595
92.724,132.382,49.371
94.880,134.652,49.436
98.319,133.590,49.465
102.293,134.593,49.510
107.904,134.513,49.513
101.797,133.462,49.487
106.683,133.622,49.511
103.988,133.245,49.497
106.151,134.721,49.517
105.454,132.753,49.491
99.958,132.311,49.508
108.835,133.997,49.491
101.162,132.053,49.594
108.429,132.318,49.527
99.251,133.192,49.479
107.883,133.410,49.508
98.562,134.708,49.492
107.129,132.589,49.511
100.584,133.322,49.479
104.947,133.630,49.497
109.243,132.974,49.488
111.833,109.265,49.581
112.333,107.627,49.582
111.606,106.756,49.581
112.567,106.260,49.577
110.210,106.967,49.585
112.614,108.606,49.579
122.245,107.205,49.597
120.128,107.035,49.600
118.848,107.383,49.599
116.423,107.008,49.579
122.539,108.736,49.586
115.960,108.283,49.597
120.846,108.338,49.597
118.228,108.326,49.588
120.559,109.328,49.594
115.550,106.511,49.582
123.101,107.751,49.574
114.033,108.529,49.595
113.753,106.571,49.588
113.448,107.533,49.581
111.386,110.338,49.590
110.106,110.181,49.600
120.011,113.926,49.596
111.533,134.392,49.518
111.523,133.279,49.504
110.308,133.514,49.509
109.725,134.500,49.508
112.592,133.606,49.506
112.577,134.629,49.542
109.852,132.145,49.595
113.985,134.498,49.587
114.480,133.411,49.578
123.753,106.536,49.590
123.892,109.330,49.569
124.271,108.333,49.569
124.936,109.296,49.599
126.179,106.363,49.579
125.947,107.621,49.572
126.952,107.412,49.600
147.056,112.734,49.581
147.834,108.502,49.594
110.345,108.990,49.618
119.755,108.245,49.622
120.719,106.014,49.631
119.455,109.230,49.629
117.194,109.308,49.624
115.683,109.278,49.636
118.561,106.337,49.616
113.362,109.333,49.611
109.961,111.386,49.631
112.375,111.168,49.639
122.884,109.794,49.607
122.094,110.524,49.640
119.259,110.239,49.640
117.529,110.592,49.643
115.749,110.411,49.637
119.865,111.042,49.631
123.140,113.919,49.637
123.072,110.874,49.643
114.053,112.400,49.642
114.041,110.212,49.623
113.192,111.863,49.640
118.724,111.253,49.639
124.484,110.653,49.622
123.886,115.818,49.639
127.963,108.152,49.640
127.972,107.141,49.632
125.988,109.707,49.606
127.196,109.495,49.643
127.259,106.356,49.623
144.457,106.510,49.643
144.204,107.778,49.636
145.183,108.245,49.638
146.179,106.659,49.624
146.115,107.786,49.620
146.559,108.914,49.631
147.940,109.511,49.623
147.328,114.003,49.628
147.051,115.306,49.632
146.016,113.043,49.641
148.048,114.948,49.621
119.554,106.179,49.640
86.767,137.688,49.159
80.435,142.244,49.373
79.122,142.261,49.374
83.340,141.589,49.418
77.545,142.370,49.346
81.067,141.322,49.395
78.157,140.926,49.365
79.229,140.335,49.388
83.162,139.684,49.395
79.935,141.150,49.377
81.428,139.323,49.367
77.273,140.363,49.343
79.357,139.156,49.368
78.140,139.272,49.359
78.940,138.142,49.351
81.177,137.737,49.423
77.188,138.896,49.311
80.104,137.601,49.368
81.793,136.803,49.350
77.491,137.683,49.376
82.311,137.703,49.364
80.338,138.898,49.354
83.887,138.790,49.393
77.679,136.696,49.341
82.682,135.579,49.373
79.527,135.786,49.339
83.821,136.420,49.365
81.238,135.736,49.349
76.557,135.455,49.310
75.787,136.305,49.307
76.536,138.073,49.313
76.586,137.057,49.314
76.273,141.461,49.353
76.234,140.112,49.335
83.682,140.649,49.425
87.881,142.385,49.515
89.221,142.041,49.526
84.982,141.996,49.455
86.247,141.652,49.488
88.612,141.239,49.512
89.212,140.392,49.517
84.851,140.774,49.446
89.413,139.016,49.485
85.820,138.895,49.425
87.440,138.527,49.448
89.388,137.910,49.470
85.126,137.861,49.393
87.159,140.501,49.489
84.714,139.564,49.422
87.823,136.288,49.416
86.694,135.803,49.399
89.773,135.664,49.423
85.120,135.619,49.382
86.798,139.511,49.465
88.525,138.541,49.464
88.904,136.397,49.445
84.767,136.788,49.373
87.348,141.535,49.506
80.561,149.092,49.590
81.735,148.896,49.591
79.239,149.153,49.557
83.946,148.381,49.576
82.007,147.792,49.551
80.350,147.760,49.505
83.007,147.402,49.563
79.365,147.450,49.506
77.536,147.447,49.472
82.858,146.016,49.527
79.692,146.240,49.463
83.775,145.367,49.532
78.523,146.034,49.456
81.824,145.329,49.464
77.424,146.361,49.452
80.191,144.741,49.422
78.490,144.926,49.424
83.074,143.782,49.450
77.407,145.258,49.429
79.271,144.128,49.400
80.165,143.606,49.390
78.180,143.938,49.375
82.319,143.019,49.408
77.285,143.341,49.367
83.981,144.372,49.500
76.501,145.877,49.418
76.522,146.945,49.443
76.244,143.104,49.371
76.211,149.198,49.513
77.251,149.161,49.527
86.655,148.174,49.592
85.619,147.715,49.586
89.672,146.410,49.596
87.743,145.945,49.573
86.457,145.730,49.556
88.711,145.598,49.584
85.439,145.230,49.542
86.994,144.859,49.521
89.688,144.725,49.563
85.185,143.848,49.477
86.960,143.756,49.499
89.654,143.617,49.546
86.073,142.968,49.487
88.068,143.556,49.544
86.400,146.852,49.595
86.095,144.273,49.498
87.583,148.957,49.630
88.719,148.912,49.624
85.617,148.796,49.608
89.283,148.059,49.623
84.626,149.182,49.611
97.638,137.690,49.196
91.488,142.274,49.569
95.218,141.952,49.598
90.651,141.704,49.544
96.331,141.675,49.592
97.675,141.696,49.599
93.870,141.401,49.578
95.181,140.873,49.566
91.454,140.620,49.542
90.215,140.091,49.522
93.634,140.046,49.533
96.305,140.044,49.548
97.861,139.764,49.547
94.933,139.444,49.535
90.820,139.245,49.504
93.628,138.946,49.503
92.729,138.391,49.486
91.654,138.117,49.483
95.802,137.814,49.487
92.729,137.283,49.455
97.886,138.717,49.520
96.506,137.006,49.484
98.078,136.726,49.485
95.610,136.450,49.460
91.457,135.620,49.454
96.738,135.619,49.472
91.469,136.839,49.462
95.605,135.343,49.436
97.054,140.734,49.571
90.623,137.710,49.547
94.727,136.965,49.478
93.988,135.140,49.444
95.004,138.433,49.504
98.274,140.763,49.573
92.798,146.062,49.594
91.288,145.831,49.596
91.953,144.978,49.594
90.687,144.692,49.585
93.021,144.877,49.592
93.012,143.351,49.598
90.129,142.709,49.555
95.011,146.586,49.599
93.747,142.579,49.597
102.763,141.774,49.600
104.966,141.032,49.596
100.143,140.339,49.572
101.572,140.382,49.585
103.730,140.141,49.589
104.929,139.926,49.580
108.625,139.785,49.588
99.218,139.214,49.544
106.648,140.277,49.600
99.917,138.407,49.539
104.685,138.528,49.590
107.139,138.626,49.570
102.727,140.762,49.587
103.732,137.958,49.570
100.618,137.604,49.537
102.047,137.064,49.521
104.468,137.167,49.564
107.403,137.263,49.568
109.109,137.063,49.547
100.161,136.452,49.518
101.325,136.212,49.508
102.771,136.275,49.501
105.190,136.353,49.517
106.142,139.183,49.570
100.156,135.362,49.502
103.245,135.166,49.517
105.205,135.248,49.513
107.150,135.302,49.530
98.696,141.708,49.599
99.031,136.284,49.509
106.891,136.287,49.548
108.175,136.498,49.528
107.634,139.543,49.573
100.343,144.315,49.580
90.550,136.316,49.416
94.017,146.851,49.530
90.923,148.017,49.640
92.814,147.166,49.627
91.304,146.915,49.631
96.098,146.341,49.619
97.700,145.507,49.622
96.579,145.231,49.613
94.147,147.864,49.640
97.252,144.406,49.620
96.365,143.831,49.635
94.814,143.557,49.634
97.260,142.722,49.620
98.179,143.903,49.632
95.817,147.330,49.643
98.268,142.623,49.622
95.034,145.528,49.628
100.863,142.263,49.611
104.965,142.130,49.618
106.444,142.188,49.630
103.978,141.539,49.612
109.124,141.460,49.639
106.067,141.191,49.616
99.285,144.127,49.619
101.606,144.171,49.619
99.977,143.301,49.636
102.060,143.170,49.624
103.463,143.259,49.640
100.224,145.344,49.638
105.496,143.056,49.631
99.407,146.036,49.641
90.094,147.453,49.636
109.244,136.040,49.543
78.566,150.751,49.595
80.329,150.265,49.599
77.561,150.659,49.573
83.369,149.674,49.598
86.726,150.656,49.596
84.059,150.452,49.599
83.048,150.682,49.637
81.645,150.325,49.627
85.309,151.074,49.629
85.295,149.945,49.625
89.478,149.741,49.637
97.667,149.520,49.539
94.070,149.639,49.576
101.074,153.580,49.634
90.517,149.673,49.606
111.044,137.159,49.575
110.229,139.597,49.588
110.565,135.471,49.554
110.099,136.563,49.576
111.296,138.722,49.600
111.531,139.941,49.639
111.999,137.737,49.616
110.940,140.780,49.642
112.304,139.143,49.642
112.760,135.831,49.611
113.743,135.529,49.642
104.159,92.707,50.157
108.213,92.344,50.584
105.019,91.646,49.924
109.235,92.690,50.220
105.744,92.253,50.522
107.357,90.936,50.250
105.952,91.122,49.922
106.587,90.364,49.767
93.824,105.473,50.237
95.012,105.466,49.962
94.455,104.664,50.181
95.479,104.348,49.980
94.476,103.560,50.226
97.693,102.151,49.926
96.369,101.347,50.383
97.830,101.051,50.192
93.027,104.462,49.895
96.926,99.942,50.257
98.170,99.677,50.426
95.139,101.727,50.077
104.867,102.058,49.733
99.227,98.845,50.297
101.069,98.642,49.833
102.012,98.118,49.842
99.329,97.755,50.440
100.539,97.794,50.200
103.016,97.601,49.848
103.944,97.065,49.713
102.412,96.762,50.098
101.398,96.460,50.428
104.081,95.987,49.990
104.783,95.226,49.946
102.086,94.573,50.357
100.028,95.652,50.030
102.777,95.464,50.361
103.170,94.069,50.725
108.881,94.050,49.861
100.760,94.858,50.032
107.380,94.502,49.869
105.648,93.912,50.367
107.557,93.425,50.202
109.168,95.142,49.687
101.549,95.434,50.386
96.287,103.597,50.030
109.297,91.687,50.601
92.808,105.777,49.995
106.550,93.420,50.378
116.018,91.190,50.161
120.454,90.965,49.764
121.468,90.575,49.954
117.633,91.022,50.007
112.299,91.160,50.620
110.430,91.102,50.780
124.198,90.990,49.798
113.395,91.249,50.478
128.457,91.207,49.827
127.264,91.173,49.837
125.248,91.299,49.957
133.218,90.492,49.805
130.168,90.547,49.808
136.197,90.662,49.744
140.227,90.683,49.784
143.388,90.746,49.824
138.582,91.025,49.789
132.094,90.823,49.762
141.183,91.210,49.786
137.484,90.797,49.777
144.448,91.248,49.841
135.199,90.961,49.737
146.859,90.488,49.842
148.103,90.663,49.842
145.939,91.066,49.834
119.313,91.885,49.702
122.801,92.431,49.749
121.538,92.345,49.771
117.182,91.991,49.751
110.958,92.446,50.269
112.815,92.511,50.036
114.227,92.607,49.962
120.326,92.043,49.755
111.353,91.499,50.478
112.383,96.615,49.664
112.434,94.958,49.721
111.686,95.762,49.738
112.235,93.652,49.860
110.283,94.071,49.824
111.095,93.526,50.035
120.970,94.045,49.694
122.577,94.644,49.677
115.543,93.424,49.685
122.894,97.166,49.681
120.982,97.563,49.674
121.894,98.117,49.687
121.907,96.778,49.665
121.564,103.144,49.670
122.112,104.435,49.688
123.013,100.341,49.685
114.191,95.610,49.758
113.415,93.388,49.814
123.996,92.223,49.758
124.192,93.484,49.743
117.709,93.111,49.670
123.618,95.216,49.695
124.912,95.501,49.739
124.547,98.013,49.765
123.986,99.217,49.706
123.224,96.135,49.692
124.688,100.784,49.703
123.605,101.239,49.691
124.917,99.700,49.718
123.208,98.143,49.702
114.858,94.842,49.769
120.497,103.305,49.679
119.448,94.768,49.658
126.472,92.074,49.785
127.674,92.558,49.791
128.668,92.316,49.762
127.041,93.792,49.778
125.866,93.268,49.762
127.619,95.087,49.727
126.058,95.543,49.748
128.612,95.816,49.730
127.219,96.062,49.734
126.214,96.789,49.715
127.174,97.575,49.699
128.355,98.569,49.678
126.175,98.802,49.697
126.771,100.087,49.684
126.577,101.355,49.657
127.356,98.763,49.686
125.436,101.488,49.671
127.005,102.318,49.656
128.677,93.335,49.788
128.430,105.637,49.670
128.702,101.522,49.653
110.164,93.076,49.974
139.298,91.743,49.784
135.973,91.914,49.750
130.766,92.331,49.771
134.097,92.475,49.717
143.879,92.197,49.825
142.416,92.283,49.811
145.073,92.373,49.785
139.780,92.714,49.802
138.830,93.277,49.827
136.913,93.365,49.757
130.565,93.538,49.766
141.897,93.323,49.795
134.104,93.966,49.724
129.687,94.053,49.739
144.820,93.631,49.772
135.259,92.736,49.729
129.496,91.321,49.756
137.386,94.323,49.758
142.855,94.267,49.776
136.438,94.889,49.754
